ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
SAFE UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
SAFT UW,Financials,Insurance,Insurance,Property & Casualty Insurance
SAGE UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SAH UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
SAIA UW,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
SAIC UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
SAM UN,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers
SAMG UQ,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
SANA UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SANM UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
SASR UW,Financials,Banks,Banks,Regional Banks
SATS UW,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
SAVA UR,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
SAVE UN,Industrials,Transportation,Passenger Airlines,Passenger Airlines
SB UN,Industrials,Transportation,Marine Transportation,Marine Transportation
SBAC UW,Real Estate,Equity Real Estate Investment,Specialized REITs,Telecom Tower REITs
SBCF UW,Financials,Banks,Banks,Regional Banks
SBGI UW,Communication Services,Media & Entertainment,Media,Broadcasting
SBH UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
SBOW UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SBRA UW,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
SBSI UW,Financials,Banks,Banks,Regional Banks
SBT UR,Financials,Banks,Banks,Regional Banks
SBUX UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
SCCO UN,Materials,Materials,Metals & Mining,Copper
SCHL UW,Communication Services,Media & Entertainment,Media,Publishing
SCHN UW,Materials,Materials,Metals & Mining,Steel
SCHW UN,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
SCI UN,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
SCL UN,Materials,Materials,Chemicals,Specialty Chemicals
SCS UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
SCSC UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
SCU UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
SCVL UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
SCWX UW,Information Technology,Software & Services,Software,Systems Software
SD UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SDGR UW,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
SEAS UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
SEAT UW,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
SEB UA,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SEE UN,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod
SEER UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
SEIC UW,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
SEM UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
SENEA UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SENS UA,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SF UN,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
SFBS UN,Financials,Banks,Banks,Regional Banks
SFIX UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
SFL UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
SFM UW,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
SFNC UW,Financials,Banks,Banks,Regional Banks
SFST UQ,Financials,Banks,Banks,Regional Banks
SG UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
SGC UQ,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
SGEN UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SGH UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SGHT UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SGMO UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SGRY UW,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
SHAK UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
SHBI UW,Financials,Banks,Banks,Regional Banks
SHC UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
SHCR UW,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
SHEN UW,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
SHLS UQ,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
SHO UN,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
SHOO UW,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
SHW UN,Materials,Materials,Chemicals,Specialty Chemicals
SHYF UW,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
SIBN UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SIG UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
SIGA UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
SIGI UW,Financials,Insurance,Insurance,Property & Casualty Insurance
SILK UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SIRI UW,Communication Services,Media & Entertainment,Media,Cable & Satellite
SITC UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
SITE UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
SITM UQ,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SIX UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
SJM UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SJW UN,Utilities,Utilities,Water Utilities,Water Utilities
SKIL UN,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
SKIN UR,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
SKLZ UN,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
SKT UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
SKWD UW,Financials,Insurance,Insurance,Property & Casualty Insurance
SKX UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
SKY UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
SKYT UR,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SKYW UW,Industrials,Transportation,Passenger Airlines,Passenger Airlines
SLAB UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SLB UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
SLCA UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
SLDP UW,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
SLG UN,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
SLGC UQ,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
SLGN UN,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
SLM UW,Financials,Financial Services,Consumer Finance,Consumer Finance
SLP UW,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
SLQT UN,Financials,Insurance,Insurance,Insurance Brokers
SLVM UN,Materials,Materials,Paper & Forest Products,Paper Products
SM UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SMAR UN,Information Technology,Software & Services,Software,Application Software
SMBC UQ,Financials,Banks,Banks,Regional Banks
SMBK UR,Financials,Banks,Banks,Regional Banks
SMCI UW,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
SMG UN,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
SMMF UW,Financials,Banks,Banks,Regional Banks
SMP UN,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
SMPL UR,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SMR UN,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SMRT UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
SMTC UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SNA UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
SNBR UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Homefurnishing Retail
SNCE UQ,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
SNCY UW,Industrials,Transportation,Passenger Airlines,Passenger Airlines
SNDR UN,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
SNDX UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SNEX UW,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
SNOW UN,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
SNPO UW,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
SNPS UW,Information Technology,Software & Services,Software,Application Software
SNV UN,Financials,Banks,Banks,Regional Banks
SNX UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
SO UN,Utilities,Utilities,Electric Utilities,Electric Utilities
SOFI UW,Financials,Financial Services,Consumer Finance,Consumer Finance
SOI UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
SON UN,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod
SOND UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
SONO UW,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
SOVO UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SP UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
SPB UN,Consumer Staples,Household & Personal Products,Household Products,Household Products
SPCE UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
SPFI UW,Financials,Banks,Banks,Regional Banks
SPG UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
SPGI UN,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
SPHR UN,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
SPIR UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
SPLK UW,Information Technology,Software & Services,Software,Application Software
SPNS UW,Information Technology,Software & Services,Software,Application Software
SPNT UN,Financials,Insurance,Insurance,Reinsurance
SPOT UN,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
SPR UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
SPSC UW,Information Technology,Software & Services,Software,Application Software
SPT UR,Information Technology,Software & Services,Software,Application Software
SPTN UW,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors
SPWH UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
SPWR UW,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
SPXC UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
SQ UN,Financials,Financial Services,Financial Services,Transaction & Payment Processi
SQSP UN,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
SR UN,Utilities,Utilities,Gas Utilities,Gas Utilities
SRC UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
SRCE UW,Financials,Banks,Banks,Regional Banks
SRCL UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
SRDX UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SRE UN,Utilities,Utilities,Multi-Utilities,Multi-Utilities
SRI UN,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
SRPT UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SSB UW,Financials,Banks,Banks,Regional Banks
SSD UN,Industrials,Capital Goods,Building Products,Building Products
SSNC UW,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
SSP UW,Communication Services,Media & Entertainment,Media,Broadcasting
SSRM UW,Materials,Materials,Metals & Mining,Gold
SSTI UR,Information Technology,Software & Services,Software,Application Software
SSTK UN,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
ST UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
STAA UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
STAG UN,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
STBA UW,Financials,Banks,Banks,Regional Banks
STC UN,Financials,Insurance,Insurance,Property & Casualty Insurance
STE UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
STEL UW,Financials,Banks,Banks,Regional Banks
STEM UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
STEP UW,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
STER UW,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
STGW UW,Communication Services,Media & Entertainment,Media,Advertising
STHO UQ,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
STKL UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
STKS UR,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
STLD UW,Materials,Materials,Metals & Mining,Steel
STNE UW,Financials,Financial Services,Financial Services,Transaction & Payment Processi
STNG UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
STOK UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
STR UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
STRA UW,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
STRC UQ,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
STRL UW,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
STRO UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
STRS UW,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Development
STT UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
STWD UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
STZ UN,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
SUI UN,Real Estate,Equity Real Estate Investment,Residential REITs,Single-Family Residential REIT
SUM UN,Materials,Materials,Construction Materials,Construction Materials
SUNL UN,Financials,Financial Services,Consumer Finance,Consumer Finance
SUPN UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
SVC UW,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
SWAV UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SWBI UW,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
SWI UN,Information Technology,Software & Services,Software,Systems Software
SWIM UW,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
SWK UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
SWKH UR,Financials,Financial Services,Financial Services,Specialized Finance
SWKS UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SWN UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SWTX UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SWX UN,Utilities,Utilities,Gas Utilities,Gas Utilities
SXC UN,Materials,Materials,Metals & Mining,Steel
SXI UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
SXT UN,Materials,Materials,Chemicals,Specialty Chemicals
SYBT UW,Financials,Banks,Banks,Regional Banks
SYF UN,Financials,Financial Services,Consumer Finance,Consumer Finance
SYK UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SYNA UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SYNH UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
SYY UN,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors
T UN,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
TALO UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
TALS UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TAP UN,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers
TARS UW,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
TBBK UW,Financials,Banks,Banks,Regional Banks
TBI UN,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
TBPH UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
TCBI UW,Financials,Banks,Banks,Regional Banks
TCBK UW,Financials,Banks,Banks,Regional Banks
TCBX UW,Financials,Banks,Banks,Regional Banks
TCI UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
TCMD UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TCS UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
TCX UR,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
TDC UN,Information Technology,Software & Services,Software,Systems Software
TDG UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
TDOC UN,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
TDS UN,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
TDUP UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
TDW UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
TDY UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
TEAM UW,Information Technology,Software & Services,Software,Application Software
TECH UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
TELL UA,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
TENB UW,Information Technology,Software & Services,Software,Systems Software
TER UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
TEX UN,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
TFC UN,Financials,Banks,Banks,Regional Banks
TFIN UW,Financials,Banks,Banks,Regional Banks
TFSL UW,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
TFX UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TG UN,Materials,Materials,Metals & Mining,Aluminum
TGAN UR,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
TGH UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
TGI UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
TGNA UN,Communication Services,Media & Entertainment,Media,Broadcasting
TGT UN,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
TGTX UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TH UR,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
THC UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
THFF UW,Financials,Banks,Banks,Regional Banks
THG UN,Financials,Insurance,Insurance,Property & Casualty Insurance
THO UN,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
THR UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
THRD UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
THRM UW,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
THRN UW,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
THRX UW,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
THRY UR,Communication Services,Media & Entertainment,Media,Advertising
THS UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TIL UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TILE UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
TIPT UR,Financials,Insurance,Insurance,Property & Casualty Insurance
TITN UW,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
TJX UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
TK UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
TKNO UQ,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
TKR UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
TLS UQ,Information Technology,Software & Services,Software,Systems Software
TLYS UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
TMCI UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TMDX UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TMHC UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
TMO UN,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
TMP UA,Financials,Banks,Banks,Regional Banks
TMST UN,Materials,Materials,Metals & Mining,Steel
TMUS UW,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
TNC UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
TNDM UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TNET UN,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
TNGX UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TNK UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
TNL UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
TNON UR,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
TNYA UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TOI UR,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
TOL UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
TOST UN,Financials,Financial Services,Financial Services,Transaction & Payment Processi
TOWN UW,Financials,Banks,Banks,Regional Banks
TPB UN,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
TPC UN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
TPH UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
TPIC UQ,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TPL UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
TPR UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
TPX UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
TR UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TRC UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Diversified Real Estate Activi
TREE UW,Financials,Financial Services,Consumer Finance,Consumer Finance
TREX UN,Industrials,Capital Goods,Building Products,Building Products
TRGP UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
TRIP UW,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
TRMB UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
TRMK UW,Financials,Banks,Banks,Regional Banks
TRN UN,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
TRNO UN,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
TRNS UQ,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
TROW UW,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
TROX UN,Materials,Materials,Chemicals,Commodity Chemicals
TRS UW,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
TRST UW,Financials,Banks,Banks,Regional Banks
TRTN UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
TRTX UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
TRU UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
TRUE UW,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
TRUP UQ,Financials,Insurance,Insurance,Property & Casualty Insurance
TRV UN,Financials,Insurance,Insurance,Property & Casualty Insurance
TSCO UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
TSE UN,Materials,Materials,Chemicals,Commodity Chemicals
TSLA UW,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
TSN UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TSP UW,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
TSVT UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TT UN,Industrials,Capital Goods,Building Products,Building Products
TTC UN,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
TTCF UR,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TTD UQ,Communication Services,Media & Entertainment,Media,Advertising
TTEC UW,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
TTEK UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
TTGT UQ,Communication Services,Media & Entertainment,Media,Advertising
TTI UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
TTMI UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
TTSH UR,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
TTWO UW,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
TUP UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties
